Article,Searches,Social_References
B32112,235,47
C32113,112,34
D32114,154,15
E32115,232,46
F32116,219,44
G32117,210,42
H32118,69,21
I32119,71,21
J32120,158,32
K32121,24,5
L32122,230,69
M32123,87,9
N32124,176,53
O32125,21,6
P32126,160,16
Q32127,283,85
R32128,216,22
S32129,140,42
T32130,142,43
U32131,210,21
V32132,126,13
W32133,48,14
X32134,190,38
Y32135,170,34
Z32136,201,40
A32137,61,6
B32138,66,13
C32139,81,8
D32140,55,6
E32141,110,11
F32142,28,6
G32143,210,21
H32144,39,4
I32145,225,23
J32146,45,5
K32147,206,41
L32148,137,27
M32149,201,40
N32150,145,29
O32151,78,23
P32152,202,40
Q32153,152,15
R32154,271,81
S32155,68,7
T32156,135,27
U32157,288,29
V32158,283,85
W32159,290,29
X32160,202,61
Y32161,136,14
Z32162,179,18
A32163,154,31
B32164,73,7
C32165,87,9
D32166,68,14
E32167,158,47
F32168,69,14
G32169,110,33
H32170,237,47
I32171,255,77
J32172,173,52
K32173,47,5
L32174,80,16
M32175,139,14
N32176,285,86
O32177,388,78
P32178,113,34
Q32179,261,26
R32180,302,91
S32181,278,56
T32182,235,71
U32183,173,52
V32184,67,7
W32185,1358,272
X32186,106,21
Y32187,194,58
Z32188,133,40
A32189,103,31
B32190,62,6
C32191,314,63
D32192,130,26
E32193,86,9
F32194,159,48
G32195,179,36
H32196,207,41
I32197,20,4
J32198,154,15
K32199,173,17
L32200,155,31
M32201,157,31
N32202,20,2
O32203,98,20
P32204,277,83
Q32205,28,3
R32206,110,33
S32207,236,47
T32208,105,32
U32209,204,20
V32210,285,86
W32211,63,13
X32212,39,8
Y32213,153,46
Z32214,134,27
A32215,219,66
B32216,213,21
C32217,81,24
D32218,123,12
E32219,40,12
F32220,200,20
G32221,53,5
H32222,319,64
I32223,194,39
J32224,88,9
K32225,203,61
L32226,161,16
M32227,256,77
N32228,108,32
O32229,236,24
P32230,284,85
Q32231,241,24
R32232,250,25
S32233,116,23
T32234,310,62
U32235,24,5
V32236,99,10
W32237,217,22
X32238,95,10
Y32239,81,16
Z32240,192,19
A32241,134,40
B32242,181,54
C32243,254,51
D32244,108,22
E32245,138,41
F32246,83,17
G32247,191,19
H32248,217,22
I32249,132,26
J32250,49,10
K32251,230,23
L32252,128,13
M32253,213,64
N32254,61,6
O32255,272,54
P32256,259,52
Q32257,216,43
R32258,188,38
S32259,40,4
T32260,205,21
U32261,112,22
V32262,160,48
W32263,210,42
X32264,61,18
Y32265,241,24
Z32266,156,31
A32267,137,41
B32268,134,27
C32269,313,63
D32270,185,19
E32271,129,26
F32272,80,16
G32273,105,32
H32274,114,34
I32275,171,17
J32276,81,8
K32277,124,12
L32278,179,36
M32279,66,13
N32280,28,3
O32281,114,23
P32282,312,94
Q32283,69,21
R32284,84,25
S32285,202,20
T32286,269,27
U32287,140,28
V32288,180,36
W32289,319,96
X32290,237,71
Y32291,201,40
Z32292,161,48
A32293,214,64
B32294,167,33
C32295,131,26
D32296,52,10
E32297,56,11
F32298,184,55
G32299,151,15
H32300,245,25
I32301,22,2
J32302,149,45
K32303,214,21
L32304,244,49
M32305,20,2
N32306,133,40
O32307,116,12
P32308,24,7
Q32309,176,18
R32310,235,47
S32311,142,14
T32312,62,12
U32313,74,22
V32314,207,21
W32315,124,25
X32316,57,17
Y32317,67,13
Z32318,155,16
A32319,91,27
B32320,77,15
C32321,109,11
D32322,267,27
E32323,188,56
F32324,107,11
G32325,51,15
H32326,43,4
I32327,157,16
J32328,156,47
K32329,221,22
L32330,19,6
M32331,80,16
N32332,94,28
O32333,38,8
P32334,230,23
Q32335,278,28
R32336,150,15
S32337,157,31
T32338,116,12
U32339,197,20
V32340,53,16
W32341,209,21
X32342,54,16
Y32343,163,16
Z32344,60,12
A32345,184,37
B32346,104,21
C32347,213,21
D32348,79,8
E32349,162,32
F32350,44,4
G32351,250,50
H32352,238,48
I32353,113,34
J32354,209,21
K32355,176,35
L32356,227,68
M32357,173,52
N32358,125,25
O32359,158,47
P32360,201,40
Q32361,202,40
R32362,103,31
S32363,52,16
T32364,215,65
U32365,29,9
V32366,206,41
W32367,124,37
X32368,128,38
Y32369,41,4
Z32370,221,44
A32371,206,21
B32372,90,9
C32373,144,43
D32374,136,27
E32375,156,31
F32376,87,26
G32377,79,16
H32378,51,10
I32379,216,65
J32380,20,2
K32381,113,34
L32382,29,6
M32383,134,27
N32384,185,56
O32385,299,90
P32386,199,40
Q32387,71,7
R32388,251,75
S32389,129,39
T32390,189,57
U32391,113,23
V32392,27,5
W32393,40,4
X32394,85,9
Y32395,24,2
Z32396,76,8
A32397,43,4
B32398,24,2
C32399,54,11
D32400,292,88
E32401,112,11
F32402,279,84
G32403,213,21
H32404,275,55
I32405,162,32
J32406,106,32
K32407,294,29
L32408,181,54
M32409,41,12
N32410,87,17
O32411,179,36
P32412,68,7
Q32413,45,9
R32414,112,22
S32415,195,59
T32416,99,30
U32417,49,15
V32418,98,10
W32419,106,21
X32420,78,16
Y32421,405,81
Z32422,141,28
A32423,304,91
B32424,115,35
C32425,129,39
D32426,229,46
E32427,1557,467
F32428,88,9
G32429,160,32
H32430,97,10
I32431,272,27
J32432,150,45
K32433,266,53
L32434,27,5
M32435,3307,661
N32436,253,51
O32437,176,35
P32438,222,22
Q32439,208,62
R32440,137,27
S32441,139,14
T32442,91,9
U32443,144,14
V32444,119,24
W32445,187,37
X32446,230,46
Y32447,219,44
Z32448,256,26
A32449,139,42
B32450,258,26
C32451,81,8
D32452,138,41
E32453,44,13
F32454,305,92
G32455,99,20
H32456,52,16
I32457,143,29
J32458,44,9
K32459,80,16
L32460,79,16
M32461,53,5
N32462,96,19
O32463,141,42
P32464,86,26
Q32465,22,4
R32466,66,7
S32467,24,7
T32468,160,16
U32469,224,67
V32470,254,25
W32471,20,4
X32472,156,31
Y32473,127,13
Z32474,174,52
A32475,57,17
B32476,20,4
C32477,157,31
D32478,44,9
E32479,131,39
F32480,137,41
G32481,173,52
H32482,175,53
I32483,166,50
J32484,279,28
K32485,172,17
L32486,235,71
M32487,190,38
N32488,253,76
O32489,286,86
P32490,240,48
Q32491,230,69
R32492,66,20
S32493,286,57
T32494,141,28
U32495,252,76
V32496,164,16
W32497,224,45
X32498,120,12
Y32499,129,26
Z32500,86,17
A32501,87,17
B32502,205,21
C32503,286,57
D32504,287,29
E32505,102,10
F32506,193,19
G32507,57,11
H32508,236,24
I32509,146,29
J32510,132,40
K32511,136,14
L32512,100,30
M32513,201,40
N32514,177,53
O32515,100,30
P32516,63,13
Q32517,235,24
R32518,119,36
S32519,70,21
T32520,40,8
U32521,191,19
V32522,174,35
W32523,20,6
X32524,22,2
Y32525,220,66
Z32526,20,2
A32527,177,35
B32528,180,18
C32529,282,28
D32530,233,47
E32531,104,31
F32532,212,21
G32533,83,17
H32534,216,22
I32535,54,16
J32536,202,40
K32537,137,27
L32538,84,8
M32539,19,2
N32540,111,11
O32541,260,78
P32542,292,29
Q32543,215,43
R32544,116,35
S32545,141,42
T32546,237,47
U32547,219,22
V32548,276,83
W32549,28,3
X32550,303,91
Y32551,152,30
Z32552,100,10
A32553,140,14
B32554,149,30
C32555,268,54
D32556,269,54
E32557,44,9
F32558,186,19
G32559,267,53
H32560,117,12
I32561,118,12
J32562,189,38
K32563,240,24
L32564,109,33
M32565,182,18
N32566,105,11
O32567,63,6
P32568,70,14
Q32569,300,30
R32570,142,28
S32571,65,7
T32572,183,55
U32573,139,42
V32574,79,16
W32575,61,18
X32576,98,29
Y32577,200,40
Z32578,220,44
A32579,43,13
B32580,65,7
C32581,204,20
D32582,294,29
E32583,313,31
F32584,119,24
G32585,47,9
H32586,103,10
I32587,50,15
J32588,43,9
K32589,190,57
L32590,198,40
M32591,139,42
N32592,130,13
O32593,25,8
P32594,156,31
Q32595,310,93
R32596,244,73
S32597,275,55
T32598,100,10
U32599,194,58
V32600,155,16
W32601,169,51
X32602,202,61
Y32603,308,31
Z32604,240,24
A32605,149,15
B32606,142,43
C32607,273,27
D32608,115,23
E32609,178,18
F32610,278,56
G32611,208,62
H32612,275,28
I32613,249,25
J32614,21,6
K32615,287,57
L32616,936,187
M32617,378,76
N32618,221,22
O32619,28,6
P32620,295,59
Q32621,843,169
R32622,21,2
S32623,72,7
T32624,125,38
U32625,171,17
V32626,164,33
W32627,2432,243
X32628,19,6
Y32629,191,19
Z32630,256,77
A32631,205,21
B32632,183,37
C32633,56,17
D32634,131,13
E32635,74,22
F32636,297,89
G32637,24,7
H32638,171,34
I32639,257,77
J32640,132,40
K32641,72,22
L32642,19,4
M32643,24,5
N32644,74,22
O32645,20,6
P32646,261,78
Q32647,217,65
R32648,162,49
S32649,143,43
T32650,57,11
U32651,296,89
V32652,155,47
W32653,255,51
X32654,89,9
Y32655,137,14
Z32656,101,30
A32657,139,42
B32658,113,34
C32659,200,40
D32660,284,85
E32661,59,18
F32662,65,13
G32663,105,21
H32664,213,64
I32665,267,27
J32666,41,8
K32667,221,44
L32668,134,40
M32669,47,14
N32670,177,53
O32671,56,11
P32672,72,14
Q32673,75,15
R32674,107,21
S32675,49,5
T32676,142,28
U32677,64,13
V32678,165,33
W32679,94,19
X32680,119,12
Y32681,45,5
Z32682,117,35
A32683,86,17
B32684,108,32
C32685,85,26
D32686,152,15
E32687,242,48
F32688,45,9
G32689,210,42
H32690,180,36
I32691,222,22
J32692,284,57
K32693,222,44
L32694,111,11
M32695,39,8
N32696,247,49
O32697,279,84
P32698,24,5
Q32699,19,4
R32700,126,38
S32701,293,29
T32702,252,50
U32703,58,6
V32704,192,58
W32705,80,24
X32706,94,19
Y32707,187,56
Z32708,279,56
A32709,234,70
B32710,255,77
C32711,312,94
D32712,80,16
E32713,228,46
F32714,195,39
G32715,261,52
H32716,194,58
I32717,107,21
J32718,186,37
K32719,84,8
L32720,141,42
M32721,125,25
N32722,21,6
O32723,142,43
P32724,50,15
Q32725,28,3
R32726,24,2
S32727,160,48
T32728,46,14
U32729,22,7
V32730,20,4
W32731,60,12
X32732,28,6
Y32733,202,61
Z32734,138,14
A32735,54,11
B32736,56,17
C32737,242,48
D32738,204,41
E32739,44,9
F32740,112,34
G32741,287,29
H32742,264,26
I32743,247,74
J32744,279,28
K32745,25,8
L32746,210,42
M32747,223,45
N32748,75,23
O32749,87,26
P32750,242,73
Q32751,176,35
R32752,136,14
S32753,69,14
T32754,218,65
U32755,192,19
V32756,186,37
W32757,103,10
X32758,201,20
Y32759,50,5
Z32760,165,33
A32761,208,42
B32762,112,11
C32763,236,24
D32764,172,52
E32765,76,8
F32766,177,35
G32767,91,27
H32768,102,31
I32769,237,47
J32770,89,9
K32771,21,2
L32772,25,5
M32773,87,9
N32774,72,22
O32775,286,29
P32776,19,2
Q32777,142,14
R32778,236,71
S32779,143,14
T32780,24,5
U32781,278,83
V32782,229,23
W32783,202,61
X32784,87,26
Y32785,162,49
Z32786,253,51
A32787,231,23
B32788,131,13
C32789,142,28
D32790,102,20
E32791,232,70
F32792,173,17
G32793,87,17
H32794,218,22
I32795,76,8
J32796,178,53
K32797,68,7
L32798,288,86
M32799,141,14
N32800,93,28
O32801,154,15
P32802,284,85
Q32803,115,12
R32804,124,37
S32805,56,11
T32806,23,5
U32807,153,15
V32808,102,10
W32809,29,6
X32810,87,9
Y32811,197,39
Z32812,27,3
A32813,242,24
B32814,214,43
C32815,198,20
D32816,44,13
E32817,21,2
F32818,177,35
G32819,108,22
H32820,83,8
I32821,141,42
J32822,164,49
K32823,211,21
L32824,59,12
M32825,97,19
N32826,45,9
O32827,22,4
P32828,146,29
Q32829,208,62
R32830,177,35
S32831,95,19
T32832,221,44
U32833,206,62
V32834,220,44
W32835,72,7
X32836,286,86
Y32837,311,31
Z32838,285,29
A32839,166,50
B32840,249,50
C32841,231,23
D32842,75,15
E32843,316,32
F32844,80,8
G32845,57,11
H32846,215,22
I32847,197,59
J32848,251,25
K32849,84,8
L32850,117,23
M32851,47,14
N32852,112,22
O32853,41,12
P32854,77,23
Q32855,188,56
R32856,216,65
S32857,95,19
T32858,188,56
U32859,209,63
V32860,168,34
W32861,279,28
X32862,108,11
Y32863,262,79
Z32864,216,22
A32865,181,18
B32866,109,33
C32867,189,19
D32868,187,37
E32869,203,41
F32870,254,51
G32871,89,9
H32872,157,47
I32873,194,19
J32874,46,14
K32875,137,27
L32876,264,53
M32877,28,3
N32878,86,17
O32879,153,46
P32880,57,11
Q32881,26,5
R32882,174,17
S32883,130,39
T32884,47,5
U32885,25,3
V32886,794,79
W32887,286,86
X32888,244,49
Y32889,374,37
Z32890,138,41
A32891,255,77
B32892,255,51
C32893,236,47
D32894,517,52
E32895,452,136
F32896,126,38
G32897,116,12
H32898,109,33
I32899,104,21
J32900,91,18
K32901,80,24
L32902,106,21
M32903,108,32
N32904,132,26
O32905,182,36
P32906,83,8
Q32907,179,36
R32908,93,19
S32909,70,7
T32910,210,21
U32911,163,33
V32912,249,75
W32913,150,45
X32914,174,52
Y32915,104,10
Z32916,86,9
A32917,160,32
B32918,195,39
C32919,42,13
D32920,228,46
E32921,133,13
F32922,207,21
G32923,244,49
H32924,233,70
I32925,179,18
J32926,162,49
K32927,119,36
L32928,174,52
M32929,110,22
N32930,48,10
O32931,142,43
P32932,170,34
Q32933,112,11
R32934,188,19
S32935,75,15
T32936,138,14
U32937,199,20
V32938,115,12
W32939,228,23
X32940,69,21
Y32941,29,6
Z32942,107,32
A32943,284,85
B32944,19,2
C32945,219,22
D32946,23,2
E32947,234,47
F32948,231,69
G32949,244,49
H32950,44,9
I32951,85,17
J32952,253,25
K32953,152,46
L32954,185,19
M32955,42,13
N32956,171,17
O32957,239,72
P32958,29,9
Q32959,97,19
R32960,44,4
S32961,308,92
T32962,118,35
U32963,140,14
V32964,129,26
W32965,27,3
X32966,277,28
Y32967,82,8
Z32968,80,8
A32969,305,61
B32970,115,12
C32971,115,23
D32972,279,28
E32973,96,19
F32974,170,51
G32975,87,9
H32976,203,20
I32977,169,34
J32978,85,17
K32979,88,26
L32980,48,10
M32981,156,31
N32982,57,6
O32983,109,22
P32984,178,18
Q32985,266,27
R32986,64,13
S32987,136,27
T32988,154,46
U32989,115,35
V32990,86,26
W32991,103,21
X32992,135,41
Y32993,128,26
Z32994,47,14
A32995,48,5
B32996,64,13
C32997,49,10
D32998,53,11
E32999,144,29
F33000,256,51
G33001,81,24
H33002,129,13
I33003,198,59
J33004,191,57
K33005,26,3
L33006,25,8
M33007,41,12
N33008,53,16
O33009,205,62
P33010,179,36
Q33011,290,58
R33012,208,42
S33013,396,40
T33014,83,8
U33015,237,47
V33016,79,16
W33017,140,28
X33018,192,19
Y33019,54,11
Z33020,40,12
A33021,286,29
B33022,266,27
C33023,29,9
D33024,204,61
E33025,183,55
F33026,20,4
G33027,77,15
H33028,90,18
I33029,210,63
J33030,126,38
K33031,264,53
L33032,132,40
M33033,56,11
N33034,101,20
O33035,22,7
P33036,148,30
Q33037,302,30
R33038,193,19
S33039,78,8
T33040,307,61
U33041,246,74
V33042,178,18
W33043,250,25
X33044,49,10
Y33045,135,14
Z33046,204,61
A33047,77,15
B33048,228,23
C33049,38,11
D33050,149,15
E33051,235,47
F33052,173,17
G33053,63,6
H33054,50,15
I33055,199,20
J33056,314,94
K33057,163,49
L33058,101,20
M33059,41,4
N33060,198,20
O33061,98,20
P33062,284,28
Q33063,201,40
R33064,319,96
S33065,97,29
T33066,57,6
U33067,195,59
V33068,48,14
W33069,129,26
X33070,73,15
Y33071,55,11
Z33072,60,6
A33073,71,21
B33074,209,21
C33075,182,55
D33076,110,11
E33077,283,28
F33078,132,40
G33079,97,19
H33080,282,56
I33081,86,17
J33082,200,60
K33083,198,59
L33084,203,61
M33085,42,8
N33086,162,49
O33087,281,28
P33088,218,22
Q33089,229,23
R33090,217,22
S33091,239,72
T33092,21,2
U33093,145,29
V33094,243,73
W33095,273,82
X33096,118,24
Y33097,318,95
Z33098,164,49
A33099,183,18
B33100,171,17
C33101,134,27
D33102,28,6
E33103,110,22
F33104,211,63
G33105,76,23
H33106,147,29
I33107,25,3
J33108,64,13
K33109,155,31
L33110,214,43
M33111,197,59
N33112,105,11
O33113,189,19
P33114,187,37
Q33115,185,37
R33116,256,26
S33117,231,46
T33118,242,73
U33119,174,35
V33120,129,39
W33121,117,12
X33122,135,27
Y33123,38,4
Z33124,27,5
A33125,338,101
B33126,119,24
C33127,185,37
D33128,102,10
E33129,110,33
F33130,140,42
G33131,113,34
H33132,137,27
I33133,42,8
J33134,55,17
K33135,295,59
L33136,97,19
M33137,51,15
N33138,95,19
O33139,158,47
P33140,198,20
Q33141,93,19
R33142,89,9
S33143,209,63
T33144,43,13
U33145,194,58
V33146,253,51
W33147,130,13
X33148,20,2
Y33149,79,16
Z33150,300,30
A33151,218,65
B33152,461,138
C33153,152,30
D33154,290,58
E33155,173,17
F33156,171,51
G33157,323,65
H33158,1597,319
I33159,111,33
J33160,246,74
K33161,113,11
L33162,161,32
M33163,157,31
N33164,61,18
O33165,147,44
P33166,157,47
Q33167,162,49
R33168,149,15
S33169,2872,574
T33170,228,46
U33171,52,10
V33172,39,12
W33173,243,49
X33174,171,17
Y33175,210,21
Z33176,123,25
A33177,259,52
B33178,126,38
C33179,45,5
D33180,29,9
E33181,170,51
F33182,131,26
G33183,219,44
H33184,29,3
I33185,71,21
J33186,56,17
K33187,285,29
L33188,59,6
M33189,24,7
N33190,114,34
O33191,208,62
P33192,316,63
Q33193,297,30
R33194,114,34
S33195,96,10
T33196,252,25
U33197,125,25
V33198,145,15
W33199,38,4
X33200,185,37
Y33201,179,54
Z33202,67,7
A33203,81,8
B33204,58,12
C33205,136,41
D33206,22,2
E33207,254,51
F33208,157,47
G33209,151,45
H33210,47,9
I33211,76,8
J33212,21,4
K33213,176,18
L33214,29,9
M33215,46,5
N33216,100,10
O33217,73,22
P33218,263,26
Q33219,282,28
R33220,265,53
S33221,289,87
T33222,238,71
U33223,115,35
V33224,84,8
W33225,53,5
X33226,170,17
Y33227,116,23
Z33228,172,52
A33229,279,56
B33230,142,43
C33231,249,25
D33232,146,44
E33233,143,14
F33234,285,29
G33235,126,25
H33236,208,21
I33237,245,25
J33238,75,15
K33239,292,29
L33240,145,44
M33241,237,24
N33242,256,51
O33243,26,3
P33244,54,11
Q33245,127,13
R33246,48,5
S33247,158,47
T33248,219,44
U33249,105,11
V33250,44,9
W33251,195,59
X33252,120,12
Y33253,124,12
Z33254,54,16
A33255,250,25
B33256,299,90
C33257,83,25
D33258,211,42
E33259,289,29
F33260,271,27
G33261,295,59
H33262,131,26
I33263,29,6
J33264,126,25
K33265,229,46
L33266,83,17
M33267,234,70
N33268,225,23
O33269,225,23
P33270,237,47
Q33271,110,33
R33272,141,28
S33273,22,4
T33274,79,16
U33275,186,19
V33276,249,50
W33277,179,18
X33278,139,42
Y33279,306,31
Z33280,43,4
A33281,271,81
B33282,130,26
C33283,174,35
D33284,190,38
E33285,38,4
F33286,133,13
G33287,268,54
H33288,27,3
I33289,180,54
J33290,252,50
K33291,159,48
L33292,78,16
M33293,59,6
N33294,219,44
O33295,98,29
P33296,241,48
Q33297,290,87
R33298,215,43
S33299,209,63
T33300,63,13
U33301,231,69
V33302,231,69
W33303,227,23
X33304,48,14
Y33305,222,22
Z33306,159,32
A33307,218,44
B33308,231,23
C33309,166,33
D33310,122,37
E33311,72,14
F33312,27,5
G33313,101,10
H33314,210,21
I33315,235,71
J33316,97,10
K33317,73,7
L33318,89,27
M33319,86,26
N33320,201,20
O33321,243,73
P33322,325,33
Q33323,316,63
R33324,105,21
S33325,232,46
T33326,308,92
U33327,123,37
V33328,190,19
W33329,149,15
X33330,46,5
Y33331,251,25
Z33332,197,59
A33333,210,42
B33334,190,38
C33335,96,19
D33336,123,37
E33337,205,62
F33338,139,14
G33339,74,15
H33340,151,15
I33341,216,65
J33342,194,39
K33343,213,64
L33344,114,34
M33345,80,16
N33346,137,41
O33347,164,16
P33348,260,78
Q33349,276,83
R33350,194,58
S33351,19,4
T33352,128,13
U33353,264,79
V33354,125,25
W33355,189,38
X33356,115,35
Y33357,111,11
Z33358,193,58
A33359,78,23
B33360,87,9
C33361,200,40
D33362,253,25
E33363,62,12
F33364,69,21
G33365,57,11
H33366,199,40
I33367,205,41
J33368,239,24
K33369,82,25
L33370,266,80
M33371,24,5
N33372,176,53
O33373,149,45
P33374,705,71
Q33375,268,80
R33376,162,49
S33377,137,14
T33378,924,185
U33379,190,38
V33380,186,19
W33381,272,27
X33382,74,7
Y33383,197,39
Z33384,117,12
A33385,114,34
B33386,217,43
C33387,66,7
D33388,3750,375
E33389,61,6
F33390,87,26
G33391,161,48
H33392,185,19
I33393,116,23
J33394,54,16
K33395,108,22
L33396,204,61
M33397,206,21
N33398,173,52
O33399,256,51
P33400,109,11
Q33401,75,15
R33402,258,77
S33403,113,23
T33404,102,10
U33405,238,24
V33406,78,23
W33407,178,36
X33408,293,59
Y33409,283,85
Z33410,78,8
A33411,168,17
B33412,219,66
C33413,171,34
D33414,251,75
E33415,190,19
F33416,113,34
G33417,205,41
H33418,182,55
I33419,110,11
J33420,206,41
K33421,195,39
L33422,137,14
M33423,110,33
N33424,212,21
O33425,198,40
P33426,152,15
Q33427,204,41
R33428,296,89
S33429,115,12
T33430,90,18
U33431,194,39
V33432,207,62
W33433,271,54
X33434,151,15
Y33435,117,12
Z33436,106,11
A33437,27,3
B33438,300,90
C33439,77,8
D33440,151,30
E33441,265,80
F33442,120,24
G33443,134,27
H33444,121,24
I33445,318,95
J33446,196,59
K33447,182,18
L33448,175,18
M33449,85,9
N33450,309,31
O33451,111,33
P33452,109,11
Q33453,164,49
R33454,195,59
S33455,72,22
T33456,207,21
U33457,124,37
V33458,280,84
W33459,259,52
X33460,147,15
Y33461,225,23
Z33462,82,8
A33463,102,10
B33464,97,10
C33465,289,58
D33466,151,45
E33467,253,76
F33468,266,27
G33469,24,2
H33470,137,14
I33471,76,23
J33472,81,24
K33473,112,11
L33474,78,23
M33475,182,55
N33476,212,42
O33477,19,2
P33478,276,55
Q33479,73,15
R33480,226,68
S33481,26,8
T33482,161,16
U33483,134,40
V33484,140,14
W33485,22,4
X33486,172,34
Y33487,57,17
Z33488,216,65
A33489,110,11
B33490,176,35
C33491,154,31
D33492,49,5
E33493,221,44
F33494,88,18
G33495,80,16
H33496,46,9
I33497,66,13
J33498,253,76
K33499,60,12
L33500,210,42
M33501,77,8
N33502,88,26
O33503,116,35
P33504,183,37
Q33505,84,25
R33506,169,34
S33507,177,35
T33508,107,21
U33509,166,33
V33510,270,54
W33511,157,31
X33512,267,80
Y33513,100,20
Z33514,152,46
A33515,53,5
B33516,41,4
C33517,227,23
D33518,25,5
E33519,200,20
F33520,148,30
G33521,225,23
H33522,19,2
I33523,221,66
J33524,238,48
K33525,38,4
L33526,336,34
M33527,131,39
N33528,130,39
O33529,209,42
P33530,102,20
Q33531,65,20
R33532,148,30
S33533,21,4
T33534,221,22
U33535,29,6
V33536,105,11
W33537,70,14
X33538,212,64
Y33539,219,22
Z33540,61,18
A33541,49,5
B33542,50,15
C33543,79,16
D33544,180,18
E33545,140,28
F33546,81,24
G33547,289,58
H33548,304,91
I33549,22,7
J33550,233,23
K33551,121,36
L33552,105,32
M33553,45,9
N33554,199,40
O33555,164,33
P33556,27,3
Q33557,175,35
R33558,135,14
S33559,164,16
T33560,277,28
U33561,225,45
V33562,284,28
W33563,202,40
X33564,49,15
Y33565,44,13
Z33566,24,5
A33567,159,48
B33568,29,3
C33569,191,38
D33570,237,24
E33571,238,24
F33572,121,12
G33573,145,15
H33574,21,4
I33575,170,17
J33576,72,7
K33577,188,56
L33578,87,26
M33579,176,18
N33580,160,16
O33581,83,25
P33582,283,85
Q33583,132,26
R33584,125,38
S33585,98,20
T33586,119,36
U33587,227,68
V33588,101,20
W33589,209,21
X33590,115,35
Y33591,79,24
Z33592,242,73
A33593,99,20
B33594,186,19
C33595,204,41
D33596,170,51
E33597,186,37
F33598,125,38
G33599,98,10
H33600,251,75
I33601,71,14
J33602,244,24
K33603,163,33
L33604,228,23
M33605,111,33
N33606,112,22
O33607,193,39
P33608,206,21
Q33609,201,60
R33610,69,7
S33611,259,78
T33612,158,32
U33613,221,22
V33614,42,8
W33615,44,9
X33616,207,62
Y33617,186,56
Z33618,242,73
A33619,78,23
B33620,132,40
C33621,137,14
D33622,190,19
E33623,131,13
F33624,220,66
G33625,180,54
H33626,28,8
I33627,273,27
J33628,147,44
K33629,77,8
L33630,236,24
M33631,241,72
N33632,78,23
O33633,192,38
P33634,59,18
Q33635,193,39
R33636,156,16
S33637,107,11
T33638,225,45
U33639,186,19
V33640,126,25
W33641,60,18
X33642,122,37
Y33643,171,34
Z33644,57,17
A33645,221,22
B33646,168,34
C33647,224,22
D33648,77,8
E33649,108,11
F33650,45,14
G33651,315,32
H33652,269,81
I33653,215,22
J33654,128,26
K33655,288,86
L33656,238,24
M33657,126,13
N33658,123,25
O33659,102,20
P33660,99,10
Q33661,160,16
R33662,146,15
S33663,120,36
T33664,221,44
U33665,103,31
V33666,71,21
W33667,84,8
X33668,157,47
Y33669,125,13
Z33670,171,34
A33671,104,10
B33672,162,16
C33673,44,9
D33674,141,28
E33675,215,43
F33676,22,2
G33677,236,71
H33678,147,15
I33679,178,36
J33680,293,88
K33681,19,4
L33682,243,73
M33683,89,18
N33684,79,16
O33685,203,20
P33686,180,54
Q33687,208,21
R33688,230,69
S33689,244,24
T33690,276,55
U33691,149,15
V33692,93,9
W33693,78,23
X33694,191,19
Y33695,125,25
Z33696,133,13
A33697,176,35
B33698,91,9
C33699,112,11
D33700,162,49
E33701,286,57
F33702,266,80
G33703,53,16
H33704,240,48
I33705,109,33
J33706,262,79
K33707,73,15
L33708,81,16
M33709,27,5
N33710,304,30
O33711,156,31
P33712,72,22
