Article,MATERIAL_CONTENT_CODE,PRODUCT_TYPES,BUSINESS_SEGMENTS,NRF_COLOR_CODE,MODEL,Sustainablity,MARKETING_CATEGORY
E33467,TRGG,117,30345,1,IPD91,Vegan,IP20
F33468,M3X,39,897530,415,JEQ22,Vegan,JE4
G33469,AT2O,108,9759758,1,IXR34,Low carbon footprint,IX25
H33470,AT2E,1,30930,20,GER63,Not Applicable,GE15
I33471,TRTJ,267,975530,400,KYW92,Vegan,KY22
J33472,TRK4,204,975530,1,FSK57,Reegrow,FS14
K33473,AT51,202,30308,100,CEZ82,Recycleable,CE19
L33474,AT2X,1,30302,50,LEA77,Primeblue nylon,LE9
M33475,AT2E,1,9752975,1,EPC29,Not Applicable,EP5
N33476,M3X,12,975348,100,HBC27,Low carbon footprint,HB21
O33477,AT4Q,1,30308,100,LGB27,Not Applicable,LG2
P33478,TRKX,287,975534,400,GOF39,PFC free,GO9
Q33479,AT2E,1,97522,1,FBA46,Primeblue nylon,FB17
R33480,TRK4,86,975349,997,GVV93,Not Applicable,GV20
S33481,AT2X,1,30302,610,DQU84,Recycled,DQ4
T33482,TRFU,44,975534,1,GVR17,Vegan,GV1
U33483,AT2Q,3,3096,415,END44,PFC free,EN12
V33484,DO07,39,8342,343,GTD71,PFC free,GT23
W33485,AT2O,1,30302,681,GZT71,Recycled plastic,GZ8
X33486,TRK7,14,8342,1,BBA50,Organic materials,BB20
Y33487,AT56,1,30308,1,DBE82,Recycled plastic,DB1
Z33488,AT2E,1,30308,610,A9712,Primeblue nylon,A925
A33489,TRK4,14,975530,471,EKF76,Recycleable,EK4
B33490,TRK7,217,303034,304,NYS07,Organic materials,NY1
C33491,M3X,114,975349,1,LLB00,Recycled plastic,LL14
D33492,AT2E,1,30302,680,IXX68,Low carbon footprint,IX3
E33493,DO5W,15,303034,468,AV223,Recycled,AV3
F33494,TRGL,217,975348,408,LGJ63,Recycleable,LG25
G33495,DO07,14,3079,662,EPB80,Primeblue nylon,EP4
H33496,DO07,206,3079,665,KYM32,Reegrow,KY14
I33497,AT2E,1,3092,1,JKL32,Recycleable,JK5
J33498,DO07,14,303030,610,KZB95,Organic materials,KZ4
K33499,AT2E,1,97534975,1,DRA56,Recycled plastic,DR4
L33500,TRMB,16,9758975,600,LAI14,Reegrow,LA7
M33501,TRVF,39,8342,408,KYQ94,Recycled,KY4
N33502,M3X,114,975349,310,KXJ58,PFC free,KX7
O33503,TRK4,15,97528,454,DUY88,Reegrow,DU19
P33504,M3X,39,897534,20,KZF04,Vegan,KZ19
Q33505,AT2Q,3,3096,1,KXY84,Organic materials,KX20
R33506,AT2E,1,97522,502,JAC15,Primeblue nylon,JA7
S33507,TRK4,177,303030,423,JAY40,Primeblue nylon,JA11
T33508,DO07,14,303030,756,HBP14,Recycled plastic,HB18
U33509,AT40,1,30308,100,EME75,Reegrow,EM15
V33510,AT2E,1,9752975,100,JEA18,Recycleable,JE20
W33511,AT2F,1,3030975,20,GIE69,Not Applicable,GI18
X33512,AT2E,1,9752975,505,LDP87,Not Applicable,LD13
Y33513,TRRH,39,30834,100,EBD57,Recycleable,EB9
Z33514,DO07,15,303030,1,JAA09,Reegrow,JA8
A33515,AT2F,1,30308,50,GLO06,Vegan,GL10
B33516,TRK4,36,975534,893,DQW36,PFC free,DQ24
C33517,DO07,206,8342,1,IPB05,Primeblue nylon,IP7
D33518,DO0S,216,8342,468,FWW90,Not Applicable,FW19
E33519,TRK4,21,975342,1,FTM62,Recycled,FT23
F33520,DO07,24,30345,36,FSD90,Reegrow,FS1
G33521,AT2E,1,9752975,100,HJ075,Organic materials,HJ25
H33522,TRK4,37,3097,36,IKT92,Recycleable,IK12
I33523,AT2F,1,9752975,1,JAC61,Recycleable,JA13
J33524,AT2E,1,3030975,610,BBB86,Recycleable,BB24
K33525,AT2E,1,3030975,415,EBD73,Vegan,EB2
L33526,TRK4,37,975342,1,IQD53,PFC free,IQ8
M33527,AT2E,1,97522,100,BTA54,Low carbon footprint,BT21
N33528,M3X,14,8342,100,DBC43,Recycleable,DB4
O33529,TRSO,216,3079,408,JDZ99,Recycled,JD13
P33530,ATI8,110,30302,100,JAA10,Primeblue nylon,JA5
Q33531,AT5E,1,3030975,56,GJW64,PFC free,GJ3
R33532,TRK4,37,3097,1,BF482,Primeblue nylon,BF8
S33533,AT2E,1,9752975,100,DUY88,Not Applicable,DU20
T33534,M3X,267,83430,622,LEP63,Primeblue nylon,LE2
U33535,AT3H,1,30930,100,JAG93,Recycled,JA9
V33536,M3X,79,30307,997,DVF21,Recycled plastic,DV20
W33537,AT3B,1,3030975,100,EBF73,Recycleable,EB16
X33538,AT2E,202,3088,479,GLF50,Reegrow,GL9
Y33539,DO07,267,303030,400,GKI96,Recycled,GK17
Z33540,AT2E,1,9752975,51,GLB17,Low carbon footprint,GL2
A33541,DO07,205,975342,800,BTB36,Organic materials,BT15
B33542,AT2E,1,30302,1,KZO63,PFC free,KZ5
C33543,TRWH,14,8342,403,IXX27,Reegrow,IX20
D33544,M3X,16,9758975,100,16523,Recycled plastic,166
E33545,DO07,14,8342,100,GVT20,Recycled,GV9
F33546,AT4T,104,9759758,400,GWD78,Vegan,GW8
G33547,TRK4,21,975342,1,GEW94,Recycled plastic,GE8
H33548,AT2X,1,3095,99,GUS59,Recycled,GU17
I33549,TRK4,14,975530,1,DVD14,Organic materials,DV17
J33550,DO07,39,3078,1,EOV59,Recycled plastic,EO22
K33551,TRK4,36,975534,1,GUO63,Low carbon footprint,GU0
L33552,TRMD,269,303030,997,GLN32,Primeblue nylon,GL23
M33553,ATAC,1,30308,100,IQG60,Recycled,IQ9
N33554,TRK4,30,83430,1,HJ939,Recycleable,HJ19
O33555,AT40,1,30308,100,DVI49,PFC free,DV1
P33556,TRK4,205,97526,1,GUW21,Low carbon footprint,GU13
Q33557,AT2E,1,885,33,KXK69,Organic materials,KX10
R33558,TRK7,267,303030,36,IG155,Reegrow,IG1
S33559,TRK4,14,97528,1,LAN71,Not Applicable,LA11
T33560,AT4N,104,9759758,100,DQY20,PFC free,DQ25
U33561,TRFP,14,975530,1,HJ603,Organic materials,HJ13
V33562,AT2E,1,30302,435,CEB20,Vegan,CE21
W33563,AT52,104,9759758,1,KMJ18,Low carbon footprint,KM13
X33564,TRK4,36,975534,1,FCJ81,Reegrow,FC10
Y33565,TRK4,24,975346,689,GLG06,Recycled plastic,GL17
Z33566,M3X,61,30307,100,IXZ42,Primeblue nylon,IX1
A33567,AT3H,1,30930,100,FYF13,Organic materials,FY17
B33568,AT2C,3,3096,300,ZD757,Vegan,ZD15
C33569,TRK4,252,303030,400,HGV17,Reegrow,HG12
D33570,AT2X,1,3095,100,BBA43,Reegrow,BB17
E33571,TRNH,267,975530,305,GER55,Not Applicable,GE18
F33572,AT2E,1,30302,1,GVS42,Reegrow,GV11
G33573,AT28,1,30308,408,EBD31,Vegan,EB10
H33574,AT3H,1,30930,100,GDR07,Organic materials,GD9
I33575,AT2Q,104,9759758,100,GUG35,PFC free,GU20
J33576,DO01,117,3099,100,GZQ61,Recycleable,GZ19
K33577,TRK4,16,9758975,100,DVF21,Organic materials,DV22
L33578,AT2E,1,9752975,100,FSD54,Reegrow,FS12
M33579,AT4T,104,89757,1,GKQ94,Primeblue nylon,GK3
N33580,AT28,1,3030975,360,16635,Low carbon footprint,160
O33581,M3X,66,975349,1,FBC59,Low carbon footprint,FB22
P33582,AT2E,1,30302,100,BTO45,Vegan,BT4
Q33583,TRK4,37,975342,415,GLD76,Low carbon footprint,GL5
R33584,AT2E,1,3092,36,16488,Recycled,1624
S33585,TRK4,30,897534,600,IPB74,Reegrow,IP15
T33586,TRK4,216,303034,1,IPD43,Recycled,IP20
U33587,DO07,209,30834,1,IWX62,Recycled plastic,IW20
V33588,DO01,21,34230,1,GVV79,Vegan,GV0
W33589,TRZ0,205,975342,454,LTM08,Vegan,LT14
X33590,AT2E,1,9752975,1,LGE86,Low carbon footprint,LG10
Y33591,TRK4,37,3097,343,GSU90,Recycleable,GS7
Z33592,AT2X,1,3098,100,IG041,Low carbon footprint,IG24
A33593,PRDY,21,303034,680,DBE76,Primeblue nylon,DB13
B33594,AT2F,1,3085,317,KZO85,Recycleable,KZ1
C33595,AT2R,3,3085,270,DUO33,Recycled,DU22
D33596,AT2Q,3,3096,415,GKD01,Low carbon footprint,GK23
E33597,DO07,14,303030,330,GLB98,Low carbon footprint,GL2
F33598,M3X,39,975348,680,IYK15,Not Applicable,IY7
G33599,AT26,1,3030975,100,GVC57,Primeblue nylon,GV15
H33600,M3X,91,30307,100,FCH80,Recycled plastic,FC21
I33601,TRK4,177,975534,1,IXY19,Reegrow,IX4
J33602,TRKD,43,975530,301,IPI22,Recycled,IP3
K33603,DO0S,80,3086,219,FCA08,Reegrow,FC11
L33604,AT2X,1,3098,1,FYF11,Recycled plastic,FY19
M33605,TRK4,37,97526,37,FCH55,Recycleable,FC6
N33606,TRSV,34,822,100,LEJ50,Recycleable,LE4
O33607,AT2E,1,30302,200,FBA26,PFC free,FB3
P33608,PR0G,14,975530,100,IZN66,Recycled,IZ6
Q33609,TRK4,39,303034,1,BTP03,Recycleable,BT24
R33610,TRK4,216,9759758,415,LEY97,PFC free,LE16
S33611,TRK7,21,3079,100,26663,Not Applicable,2621
T33612,AT26,201,3030975,100,IRJ80,Recycled,IR4
U33613,AT3H,1,30930,100,ICE79,Primeblue nylon,IC4
V33614,AT3M,1,3098,400,GKD68,Organic materials,GK22
W33615,AT2O,1,87975,1,LGJ63,Recycled plastic,LG13
X33616,AT2O,1,97534975,100,GLX68,Recycled plastic,GL15
Y33617,PRVC,217,8342,1,HIF51,Not Applicable,HI19
Z33618,AT3K,104,9759758,100,LQB91,Recycled,LQ13
A33619,AT2S,1,30308,261,GVR99,PFC free,GV21
B33620,ATMI,1,307975,1,93368,Recycled plastic,9322
C33621,AT2F,1,3030975,100,GVO30,Recycled plastic,GV9
D33622,AT3Z,1,3030975,100,EPG89,PFC free,EP25
E33623,DO07,210,303034,100,22421,PFC free,2224
F33624,AT2E,1,9752975,100,FBB77,Not Applicable,FB1
G33625,AT2G,1,3030975,1,FSG44,Recycleable,FS0
H33626,AT2J,1,3030975,1,KXL11,Low carbon footprint,KX17
I33627,TRK7,267,303030,1,KXP78,Vegan,KX23
J33628,AT4U,1,3030975,531,LEP63,Recycled,LE20
K33629,M3X,66,975349,400,KZH64,Organic materials,KZ9
L33630,AT2E,1,3092,1,FCI59,PFC free,FC5
M33631,TRK4,14,97526,100,HHL67,Vegan,HH20
N33632,AT3S,1,30302,100,FBY97,Vegan,FB12
O33633,AT2E,1,9752975,415,FBA24,Vegan,FB13
P33634,TRK7,217,3097,1,DUZ31,Organic materials,DU24
Q33635,AT4T,104,9759758,1,BTL29,Not Applicable,BT25
R33636,AT4P,1,3030975,100,GUZ99,Not Applicable,GU22
S33637,M3X,39,975348,540,JAC15,Reegrow,JA9
T33638,DO75,44,303034,1,GLG43,Vegan,GL24
U33639,DO01,21,878,33,EPD68,Reegrow,EP1
V33640,DO3G,15,975534,1,LGE35,Recycled,LG22
W33641,TRSV,253,975530,471,TZ580,Low carbon footprint,TZ18
X33642,AT2E,1,885,100,BTE55,Low carbon footprint,BT12
Y33643,AT2F,1,30308,100,GLE27,Reegrow,GL5
Z33644,AT39,104,9759758,100,TB316,Not Applicable,TB21
A33645,DO07,15,975530,998,JDT73,Vegan,JD17
B33646,AT3S,1,30302,100,IZH73,Recycleable,IZ23
C33647,TRK7,21,8342,435,FWJ06,Recycled,FW19
D33648,TRML,39,83430,1,GEY80,Vegan,GE17
E33649,AT2X,1,30930,408,BBN45,Not Applicable,BB14
F33650,TRK4,16,9758975,600,IHS53,Primeblue nylon,IH1
G33651,ATAC,1,3030975,20,DSM59,Not Applicable,DS24
H33652,AT3N,1,30302,1,HAN70,Recycleable,HA21
I33653,DO07,21,3078,1,KZL61,Recycled plastic,KZ25
J33654,M3X,66,30307,100,IG084,Low carbon footprint,IG2
K33655,DO01,219,897530,1,EBH09,Vegan,EB20
L33656,TRK4,14,3097,408,FXI66,Recycleable,FX5
M33657,AT2F,1,3030975,1,FYI44,Vegan,FY0
N33658,AT2X,1,30302,610,JQ783,Primeblue nylon,JQ13
O33659,AT2E,1,885,100,EPF59,Primeblue nylon,EP25
P33660,AT2E,1,30302,100,IUB69,Reegrow,IU3
Q33661,AT2E,1,3030975,1,EBD57,Primeblue nylon,EB21
R33662,AT2C,3,3096,454,IWP69,Recycleable,IW10
S33663,DO07,205,3099,20,ITZ10,Low carbon footprint,IT16
T33664,TRK4,21,9758975,415,CFV05,Vegan,CF23
U33665,AT2E,1,97522,672,GKQ90,Recycleable,GK23
V33666,AT2E,1,975345,100,GLL39,Recycleable,GL21
W33667,TRK4,19,342975,415,LEB71,Vegan,LE0
X33668,AT3L,104,9759758,1,DRA58,Reegrow,DR15
Y33669,DO07,14,3079,1,IG060,Organic materials,IG8
Z33670,TRKD,44,975534,1,KXX73,Organic materials,KX7
A33671,DO0B,39,83430,471,KYW33,Recycled,KY15
B33672,M3X,37,975348,100,JDG26,Recycleable,JD3
C33673,TRK4,37,975342,100,IXS93,Reegrow,IX25
D33674,TRK4,205,3097,36,FCA05,Recycleable,FC13
E33675,AT2E,1,30308,1,EOX55,Recycled plastic,EO22
F33676,TRKD,44,975348,1,DBF22,Recycleable,DB19
G33677,AT2E,1,97522,741,KXB28,Vegan,KX13
H33678,TRK4,39,975530,1,KZC45,Recycled,KZ5
I33679,M3X,36,9758975,100,GTF38,Not Applicable,GT23
J33680,AT2E,1,3030975,36,EBF73,Reegrow,EB2
K33681,PR8A,216,83430,408,DVI23,Recycled plastic,DV11
L33682,TRK4,19,342975,415,INU08,Low carbon footprint,IN25
M33683,TRKY,287,975534,506,DVD64,Not Applicable,DV12
N33684,AT2X,1,30930,20,BAZ44,Primeblue nylon,BA8
O33685,DO0S,219,3079,408,14694,Vegan,1420
P33686,M3X,267,975348,443,IZH68,Recycleable,IZ16
Q33687,DO0S,39,303034,610,KZV79,Primeblue nylon,KZ2
R33688,DO5W,44,3079,506,KYA83,Vegan,KY18
S33689,AT2E,1,97522,100,GVZ81,Organic materials,GV13
T33690,AP2A,156,30307,100,HHF28,Primeblue nylon,HH16
U33691,M3X,166,975349,,EFN29,Vegan,EF15
V33692,M3X,37,975348,401,GVI00,Primeblue nylon,GV25
W33693,AT2X,1,30930,408,31611,Recycleable,3117
X33694,TRK4,21,9758975,26,ELK82,Recycleable,EL15
Y33695,TRK4,24,97528,100,GLN10,Recycled,GL19
Z33696,M3X,14,97528,1,EOX55,Recycled plastic,EO25
A33697,TRK4,215,878,315,HHB03,Reegrow,HH13
B33698,AT2E,1,97534975,1,GLB36,Primeblue nylon,GL0
C33699,TRVF,217,8342,35,GDD67,Low carbon footprint,GD23
D33700,TRK7,21,3079,1,IG269,Organic materials,IG11
E33701,AT2E,1,30934,20,EJZ62,Reegrow,EJ24
F33702,AT2E,1,30302,1,IYK15,Organic materials,IY16
G33703,AT2X,1,30930,100,BBJ13,Recycled plastic,BB7
H33704,AT2E,1,975234,610,DVD72,Recycleable,DV11
I33705,AT2E,1,3092,1,JAX44,Recycled,JA1
J33706,DO0N,252,303030,1,IZN66,Recycled plastic,IZ20
K33707,TRFP,251,975534,308,GVL79,PFC free,GV7
L33708,DO0S,216,303034,456,FWX43,PFC free,FW21
M33709,AT28,1,30308,650,14694,PFC free,1416
N33710,DO5W,44,3079,690,JKN79,Not Applicable,JK1
O33711,TRK4,30,9758975,100,FSD64,Recycled,FS8
P33712,AT2O,202,30930,1,GVU46,Recycled,GV6
Q33713,TRK4,16,9758975,1,KYZ16,Reegrow,KY17
R33714,TRGL,21,83430,610,EPG16,Recycleable,EP10
S33715,AT4N,104,9759758,1,GDG90,Vegan,GD3
T33716,TRYQ,63,975349,1,GVW02,Recycleable,GV23
U33717,TRK4,24,975534,415,LSM84,Recycled,LS12
V33718,AT2X,1,3098,100,DRK38,Not Applicable,DR2
W33719,M3X,39,9759758,1,KXP06,Not Applicable,KX14
X33720,AT2F,1,30308,689,LDG07,Reegrow,LD0
Y33721,AT2X,1,30302,1,LEZ85,Organic materials,LE24
Z33722,DO0S,216,303034,456,LDV19,Recycled,LD7
A33723,M3X,205,8342,600,DVI15,Vegan,DV6
B33724,AT2O,1,89975,1,JAA11,Vegan,JA12
C33725,M3X,54,975348,1,FJU23,Recycleable,FJ2
D33726,TRK4,39,303034,842,KYL30,Primeblue nylon,KY7
E33727,AT2E,1,885,1,IXQ14,Organic materials,IX8
F33728,DO07,39,303030,408,KYK47,Organic materials,KY2
G33729,AT2F,1,87975,301,HJ055,Low carbon footprint,HJ14
H33730,AT27,1,3030975,100,FSE48,Reegrow,FS15
I33731,TRK4,16,9758975,415,25296,Organic materials,2512
J33732,TRG2,16,9758975,51,GNG31,Reegrow,GN13
K33733,TRK4,14,975348,650,KYV23,Low carbon footprint,KY8
L33734,TRK4,13,822,400,KZV82,PFC free,KZ9
M33735,AT2E,1,9752975,1,GVH65,Reegrow,GV24
N33736,AT2E,1,30934,720,KZH38,Vegan,KZ14
O33737,AT2E,1,3030975,20,EBE72,Recycled,EB22
P33738,PRMU,37,8342,250,FCH04,Low carbon footprint,FC1
Q33739,AT2F,1,30308,1,KZD01,Organic materials,KZ12
R33740,DO01,13,3078,1,ISB88,Recycled plastic,IS22
S33741,AT2F,1,30302,36,GUO67,Recycled plastic,GU13
T33742,DOZB,14,8342,250,GLL28,Vegan,GL12
U33743,AT2E,1,3030975,23,JII02,Organic materials,JI13
V33744,AT2J,1,3085,1,DQY31,Vegan,DQ0
W33745,DO07,205,3079,834,LGM79,Low carbon footprint,LG24
X33746,ATAC,1,3030975,100,LGL05,Recycled,LG19
Y33747,AT51,1,30308,100,FRX84,Reegrow,FR23
Z33748,M3X,66,30307,997,IQF40,Low carbon footprint,IQ2
A33749,ATAC,1,3030975,100,DBC39,Reegrow,DB21
B33750,M3X,267,83430,622,EFG78,Not Applicable,EF16
C33751,M3X,39,897530,31,GUZ87,Primeblue nylon,GU13
D33752,TRGG,117,30345,1,51203,Not Applicable,5120
E33753,AT2O,1,89975,100,FKB61,Vegan,FK17
F33754,TRK4,37,3097,99,GZP45,Recycled,GZ10
G33755,M3X,96,2302,997,KZI41,Low carbon footprint,KZ3
H33756,TRFU,44,303034,1,KYU31,Recycleable,KY4
I33757,AT2O,202,3095,1,Q4671,Vegan,Q418
J33758,TRK4,24,975534,1,IG147,Organic materials,IG14
K33759,AT2I,1,3030975,100,DVI06,Vegan,DV6
L33760,AT2E,1,3030975,1,LEE67,Primeblue nylon,LE8
M33761,M3X,237,975349,1,KYV45,Recycled,KY2
N33762,AT2V,1,30308,20,LSS83,Vegan,LS7
O33763,AT2E,1,975234,51,FSD51,Recycled,FS10
P33764,AT2M,1,97534975,334,IZT76,Not Applicable,IZ22
Q33765,DO0S,39,975342,454,IPI85,Recycled,IP3
R33766,AT2D,3,30302,1,IWV87,Recycled,IW4
S33767,AT3H,1,87975,1,GVI35,Primeblue nylon,GV10
T33768,AT2E,1,30302,435,GUW82,Recycleable,GU11
U33769,DO07,39,8342,1,FZG50,PFC free,FZ25
V33770,TRK4,216,30834,415,BSZ32,Reegrow,BS23
W33771,M3X,14,8342,1,GUR17,Recycled,GU12
X33772,TREU,252,303030,51,DQY20,Reegrow,DQ18
Y33773,M3X,37,975348,1,KXN47,Organic materials,KX14
Z33774,AT2E,1,9752975,20,LES97,Not Applicable,LE7
A33775,AT4U,1,3030975,531,KZN48,Primeblue nylon,KZ4
B33776,AT3Z,1,3030975,100,CET71,Primeblue nylon,CE10
C33777,AT28,1,30930,471,HBC28,Vegan,HB18
D33778,AT2C,104,89757,400,24715,Low carbon footprint,2424
E33779,DO1X,19,342975,100,IB958,Recycled plastic,IB22
F33780,PRK0,287,975534,1,IYM27,Low carbon footprint,IY17
G33781,TREU,240,303030,400,HAL98,Primeblue nylon,HA24
H33782,AT27,1,30930,100,EPD75,Recycled plastic,EP7
I33783,TRFU,44,97528,1,GLN28,Recycled plastic,GL12
J33784,AT2E,1,3030975,1,IB829,Vegan,IB24
K33785,TREU,39,303034,997,FZG49,Recycleable,FZ14
L33786,TRK4,51,30305,400,IYA81,Vegan,IY4
M33787,TRK4,19,886,1,KYJ57,Vegan,KY4
N33788,AT2F,1,9752975,1,FVT10,Low carbon footprint,FV7
O33789,DO0N,78,30307,1,EBF54,Primeblue nylon,EB22
P33790,AT2E,1,30934,689,KXL98,Reegrow,KX15
Q33791,AT2E,1,30934,300,IRT86,Recycled,IR14
R33792,AT2E,161,3030975,1,DVC43,Recycled,DV3
S33793,AT28,161,30342,415,KZO83,Primeblue nylon,KZ21
T33794,AT2E,1,97522,50,IWV47,Vegan,IW2
U33795,AT3N,1,30308,610,CEB59,Low carbon footprint,CE4
V33796,TRK4,37,975530,400,GVO62,Not Applicable,GV1
W33797,AP18,45,975534,400,GTI76,Primeblue nylon,GT10
X33798,AT2E,1,30308,100,JKG29,PFC free,JK5
Y33799,AP0Q,156,975349,1,EBG01,Vegan,EB14
Z33800,AT2E,1,97522,741,FUV59,Recycled,FU9
A33801,M3X,39,9759758,1,KZT47,Recycled plastic,KZ9
B33802,TRK4,39,303034,610,GVK99,Primeblue nylon,GV16
C33803,TRKR,39,3078,1,KXE82,Primeblue nylon,KX12
D33804,DO07,14,303030,1,BTP03,Recycled plastic,BT19
E33805,TRGG,267,30345,35,EBC19,Reegrow,EB16
F33806,AT2R,163,3030975,100,KZN50,Not Applicable,KZ12
G33807,AT2E,1,9752975,100,29595,Reegrow,298
H33808,TRK4,39,303034,610,16493,Recycleable,1614
I33809,AT51,1,3030975,1,LEZ75,Low carbon footprint,LE21
J33810,AT2X,1,30934,1,DBF04,Reegrow,DB18
K33811,TRK4,30,897534,23,IXU81,Low carbon footprint,IX23
L33812,AT2E,1,9752975,52,FRQ20,Vegan,FR20
M33813,DO07,14,8342,998,HII65,Organic materials,HI23
N33814,DO07,252,303030,468,GLN72,Primeblue nylon,GL10
O33815,AT2E,1,9752975,1,FUC24,Low carbon footprint,FU20
P33816,PRJN,45,975534,997,LES01,Recycled,LE22
Q33817,DO07,267,303030,1,EFU55,Not Applicable,EF24
R33818,TRK7,267,303030,400,GNH73,PFC free,GN15
S33819,AT29,1,3030975,100,LEM87,Recycled plastic,LE14
T33820,ATQ7,1,3085,100,LEV94,Primeblue nylon,LE20
U33821,DO07,267,303030,35,FWB58,Reegrow,FW7
V33822,M3X,39,897530,400,FTF12,PFC free,FT16
W33823,TRK4,14,97526,1,DVB44,Recycleable,DV9
X33824,AT2E,1,3085,1,KZL74,PFC free,KZ14
Y33825,AT2E,1,87975,1,KWZ66,Not Applicable,KW15
Z33826,AT2Q,3,3096,40,KXT21,Vegan,KX20
A33827,AT2X,1,3030975,1,IXS76,Recycleable,IX25
B33828,TREU,39,303034,997,IOX14,Recycled plastic,IO22
C33829,AT2E,1,3030975,730,KZI41,Not Applicable,KZ9
D33830,TRK7,217,3079,35,LSL76,Recycled plastic,LS11
E33831,AT2E,1,9752975,1,ENJ27,Organic materials,EN18
F33832,AT2O,1,30302,100,GVU05,Low carbon footprint,GV5
G33833,AT3P,1,30308,100,GVT02,Reegrow,GV22
H33834,AT2E,1,97522,690,IPE67,PFC free,IP17
I33835,DO01,29,303034,250,AQT10,Primeblue nylon,AQ13
J33836,AT2X,1,3095,51,DBB04,Reegrow,DB11
K33837,TRTJ,37,975530,400,KZI38,Low carbon footprint,KZ18
L33838,PRJN,29,975346,689,DVC19,Vegan,DV11
M33839,AT2E,1,309975,1,3684,Vegan,365
N33840,DO0S,216,303034,250,DBG98,Vegan,DB9
O33841,TRVF,217,83430,650,KXP75,Low carbon footprint,KX3
P33842,AT2C,3,3096,741,IB125,Organic materials,IB0
Q33843,AT2E,1,309975,26,CEK30,PFC free,CE18
R33844,AT2E,1,97522,1,EFK78,PFC free,EF14
S33845,TRZR,216,303034,1,IUJ99,Primeblue nylon,IU23
T33846,AT2X,1,3095,100,GVT16,Primeblue nylon,GV18
U33847,AT2E,1,3030975,50,EBG28,Primeblue nylon,EB2
V33848,PRDY,267,303034,650,JIB96,Vegan,JI12
W33849,AT2E,1,3095,1,GUR81,Low carbon footprint,GU21
X33850,AT2V,1,30308,100,13652,Vegan,132
Y33851,AT2E,1,30308,1,IUD65,Primeblue nylon,IU1
Z33852,AT2E,1,97522,100,JKW51,Vegan,JK4
A33853,DO07,14,303034,100,22187,Low carbon footprint,2214
B33854,AT2E,1,97522,100,DRD97,Low carbon footprint,DR9
C33855,TRKX,45,3078,1,EBG81,Not Applicable,EB7
D33856,M3X,39,897534,100,IDE45,Recycled plastic,ID1
E33857,DOLU,215,878,315,GSW49,Not Applicable,GS20
F33858,ATAF,1,3030975,113,FUH45,Reegrow,FU23
G33859,PRKQ,217,8342,1,HIT99,Reegrow,HI24
H33860,TRK4,21,342975,415,LDP16,Not Applicable,LD23
I33861,PRJP,39,8342,36,FYI50,Reegrow,FY3
J33862,AT2E,1,30302,100,HJ844,Low carbon footprint,HJ16
K33863,TRFU,288,975534,100,22117,Not Applicable,2218
L33864,AT2O,1,3030975,100,IYG33,Vegan,IY25
M33865,AT2E,1,9752975,26,GLK47,Vegan,GL1
N33866,DO75,44,303034,650,GKD12,PFC free,GK9
O33867,AT2Q,3,3096,1,GDD64,Low carbon footprint,GD21
P33868,AT3O,1,30302,100,JAC12,Not Applicable,JA7
Q33869,DO07,66,9759756,100,FWU95,Recycleable,FW10
R33870,DO1T,14,3097,1,EPI09,Recycleable,EP19
S33871,M3X,199,9759756,100,22218,Primeblue nylon,2220
T33872,PRMU,37,8342,250,25812,PFC free,2517
U33873,DO07,37,8342,308,JAG94,Recycleable,JA12
V33874,AT26,1,3030975,100,LEL71,Low carbon footprint,LE4
W33875,TRK7,37,3099,1,GTE38,Not Applicable,GT13
X33876,TRK7,39,3099,22,IZD60,Recycleable,IZ1
Y33877,TRK4,39,303034,650,KYK65,PFC free,KY24
Z33878,AT2E,1,975306,1,GKZ71,Primeblue nylon,GK14
A33879,AT2E,1,3095,400,JII06,Recycleable,JI9
B33880,AT2O,108,9759758,1,IXL68,Recycleable,IX21
C33881,AT2E,1,3030975,100,EOS89,Reegrow,EO14
D33882,AT4Y,1,3030975,1,CQ998,Primeblue nylon,CQ19
E33883,DO07,14,303034,320,HJF01,Primeblue nylon,HJ24
F33884,AT2F,1,9752975,1,IYR67,Organic materials,IY3
G33885,TRKR,36,3079,600,DUZ81,Recycled plastic,DU21
H33886,AT2Y,1,3092,1,KYP33,Low carbon footprint,KY17
I33887,TRKR,36,3078,22,GVK64,Reegrow,GV24
J33888,M3X,36,9758975,100,GSW97,Primeblue nylon,GS11
K33889,AT8M,157,9759756,100,LSP19,Not Applicable,LS23
L33890,AT2E,1,9752975,100,IHU91,Recycleable,IH15
M33891,AT2X,1,3098,100,FYG88,Recycleable,FY8
N33892,TRKR,217,3079,342,LRN31,Organic materials,LR24
O33893,AT2F,1,30308,689,LDM19,PFC free,LD17
P33894,DO07,205,975342,100,SF137,Recycled plastic,SF14
Q33895,PR7M,39,975348,300,KZT25,PFC free,KZ12
R33896,AT4T,104,9759758,100,LGI77,PFC free,LG6
S33897,AT2X,1,3095,99,JLV20,Reegrow,JL17
T33898,AT2E,1,3030975,734,EBH07,Not Applicable,EB23
U33899,TRK4,16,897534,442,KZG75,Primeblue nylon,KZ17
V33900,TRK4,16,9758975,600,16500,Primeblue nylon,1612
W33901,AT2E,1,97534975,36,EBD84,Organic materials,EB24
X33902,AT2E,1,9752975,328,GVH47,Primeblue nylon,GV12
Y33903,DO01,219,897530,1,GVW07,Recycleable,GV24
Z33904,TRFU,285,303034,1,26741,Recycleable,264
